Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
155,210201_2,E33_F,,E33,A,Day2_IdenticalObject,3,box2,9,8.3,0.768518519,5.3,5.7,2.6,7.2,0,5,2.5,0.231481481,4.1,2.5,0,2.2,0,5,9.3,6.3,2.3,4,3.1,1.9,1,16,75.2,1.964,0,0.025,32.2,47.5,50.7,25.4,11,27.3,1.512,2.3,0.072,18.5,2.6,0,,,4.273,25.4
156,210201_3,E33_F,,E33,A,Day2_IdenticalObject,3,box3,5,4.7,0.479591837,57.2,4.7,0,3.5,0,3,5.1,0.520408163,41.8,5.1,0,3.5,0,5,3.2,39.9,0.3,3,0.7,50.3,0,12,92.8,1.645,0,0.019,37.4,48.9,46.6,50.7,10,12.6,0.636,51.9,0.069,9.2,0,0,,,3.771,50.7
157,210201_4,E33_F,,E33,A,Day2_IdenticalObject,3,box4,1,1.2,0.272727273,44,1.2,0,0.5,0,6,3.2,0.727272727,0.5,3.2,0,2.4,0,7,2.7,0,1.1,3,1.7,2,0.9,28,76.2,1.832,2.8,0.017,40.1,70.5,42.6,42.5,5,2.8,0.261,0,0.106,2.5,0,0,,,2.363,43.5
158,210201_5,E33_F,,E33,A,Day2_IdenticalObject,3,box1,7,6.4,0.744186047,54.1,4.7,1.7,4.1,0,3,2.2,0.255813953,72.9,2.2,0,1.6,0,2,2.9,62.5,1.7,4,2.3,92.7,1.4,19,78.2,3.591,0,0.046,50.9,26.8,55.1,8.7,8,7,0.236,62.9,0.056,4.2,0,0,16.2,17.3,5.429,8.7
159,210201_6,E44_F,,E44,B,Day2_IdenticalObject,3,box2,1,0.7,0.225806452,0,0.7,0,0.2,0,2,2.4,0.774193548,10.8,2.4,0,0.5,0,0,0,,0,1,0.3,2.8,0,23,56.1,0.834,5.9,0.008,20.6,89.6,26.2,51.5,3,5.6,0.236,0,0.042,5.6,0,0,,,1.204,51.5
160,210201_7,E44_F,,E44,B,Day2_IdenticalObject,3,box3,0,0,0,,0,0,0,0,1,0.6,1,14.5,0.6,0,0.5,0,2,0.6,24.6,0,2,1.7,4.3,0.3,16,93.2,1.059,2.2,0.011,17.1,80.7,17.8,75.7,2,1.5,0,4.7,0,0.7,0,0,,,1.746,82.3
161,210201_8,E44_F,,E44,B,Day2_IdenticalObject,3,box4,1,0.1,1,48.9,0.1,0,0.1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,13,93.3,2.556,0,0.022,46.3,70.3,46.3,72.7,0,0,0,,,0,0,0,,,2.758,72.7
162,210201_9,E44_F,,E44,B,Day2_IdenticalObject,3,box1,1,0,0,120,0,0,0,0,2,1.7,1,35.8,1.7,0,1.6,0,1,0.5,0.7,0.3,0,0,,0,21,87.5,2.337,2.8,0.02,43,71.9,45.4,34.1,3,2.5,0.229,0,0.095,2.4,0,0,51.1,54.4,2.662,34.1
163,210201_10,E44_F,,E44,B,Day2_IdenticalObject,3,box2,2,3.1,0.645833333,48.3,3.1,0,1.5,0,4,1.7,0.354166667,90.5,1.7,0,0.8,0,1,0.3,94.7,0.2,0,0,,0,9,100.7,0.557,0,0.005,5.7,97.5,16.9,54.9,4,11.5,0.78,88.1,0.069,11.2,0,0,,,1.794,54.9
164,210201_11,E44_M,,E44,C,Day2_IdenticalObject,3,box3,5,2.4,0.75,83.2,0.4,1.9,0.4,0,2,0.8,0.25,73.1,0.8,0,0,0,0,0,,0,3,5.2,73.8,1.2,7,99.7,1.209,3.7,0.012,16.1,86.4,25.3,83.7,5,12.7,0.958,0,0.083,9.2,2.4,0,,,2.782,83.7
165,210201_12,E44_M,,E44,C,Day2_IdenticalObject,3,box4,0,0,0,,0,0,0,0,2,0.8,1,71.9,0.8,0,0.4,0,0,0,,0,1,0.1,104.3,0,7,111.3,1.473,0,0.014,6.8,101.2,11.5,98.5,5,4.4,0.765,69.7,0.157,4.7,0.1,1,,,3.635,100.8
166,210201_13,E44_M,,E44,C,Day2_IdenticalObject,3,box1,1,0.3,1,115.3,0.3,0,0.3,0,0,0,0,,0,0,0,0,0,0,,0,1,0,115.9,0,5,116.2,1.478,1.2,0.013,15.7,101.1,17.1,70.9,1,0.4,0.089,0,0.063,1.4,0,0,5.2,1.9,1.799,70.9
167,210201_14,E44_M,,E44,C,Day2_IdenticalObject,3,box2,1,2.5,0.555555556,113.5,2.5,0,1.3,0,1,2,0.444444444,1.8,2,0,0,0,0,0,,0,4,4,70.1,0,4,68.9,1.082,4.9,0.016,13.5,56.2,18.5,53.2,4,33,0.535,1.4,0.013,5,37.7,19.4,,,1.984,72.8
168,210201_15,E44_M,,E44,C,Day2_IdenticalObject,3,box3,4,1.3,0.684210526,68.7,1.3,0,0.9,0,2,0.6,0.315789474,0.7,0.6,0,0.5,0,1,0.2,69.9,0,1,1.4,66.6,0.1,34,68.1,1.242,4.9,0.013,5.4,88.2,17,86.2,6,16.6,1.879,0,0.096,11.6,8,5.3,,,3.78,91.6
169,210201_16,E44_M,,E44,C,Day2_IdenticalObject,3,box4,3,4.1,0.493975904,37.5,3.4,0.7,0.8,0,6,4.2,0.506024096,30.8,2.2,2,1.5,1,3,4.5,33.7,2.9,1,1.2,73.2,0.3,16,69.6,2.079,0,0.032,21.2,44,32.7,38.8,11,23.2,0.938,34.5,0.043,11.5,10.4,4.6,,,5.028,54.8
170,210201_17,E44_M,,E44,C,Day2_IdenticalObject,3,box1,3,1.2,0.75,6.6,1.2,0,0.4,0,1,0.4,0.25,47,0.4,0,0.4,0,2,4,112.5,0.2,2,1.3,43.8,0,7,98,0.799,4.2,0.009,10.4,82.3,21.9,66.1,8,12.2,0.562,0,0.033,11.5,5.6,0,1.4,1.1,2.844,66.1
171,210201_18,E44_M,,E44,C,Day2_IdenticalObject,3,box2,27,38.5,0.875,0.4,4.3,34.2,5.3,16.1,5,5.5,0.125,39.1,2.1,3.4,1.4,0,1,1.3,1.8,0.3,3,1.4,38.8,0.2,9,38.5,0.764,5.4,0.019,17.2,22.5,33.2,6.7,12,28.6,0.814,0,0.029,16,12,2.4,,,2.298,31.2
172,210201_19,E2HN_M,,E2HN,D,Day2_IdenticalObject,3,box3,6,11.6,0.655367232,2.4,9,2.6,3,0,4,6.1,0.344632768,26.4,6.1,0,2.3,0,2,1,98.3,0.3,5,6.1,27.3,1.9,17,70,0.806,0,0.013,32,28.8,47.3,17.1,12,19.6,1.381,26.8,0.09,15.3,0,1,,,3.804,23.6
173,210201_1,E33_F,,E33,A,Day2_ShortTermMemory,1,box1,1,0.4,1,106.6,0.4,0,0.1,0,0,0,0,,0,0,0,0,0,0,,0,1,1.9,99.7,0,38,56.4,2.525,1,0.023,28.5,80.4,31.1,56.6,1,2.3,0.205,105.2,0.079,2.6,0,0,75,63.9,3.812,56.6
174,210201_2,E33_F,,E33,A,Day2_ShortTermMemory,1,box2,2,0.6,0.109090909,101.8,0.6,0,0.6,0,6,4.9,0.890909091,0,4.9,0,2.5,0,1,0.7,79,0,2,0.7,99.7,0,9,102.6,3.062,1.3,0.03,45.5,56.4,53.1,34.3,7,7.7,0.677,0,0.089,7.6,0,0,,,4.417,34.3
175,210201_3,E33_F,,E33,A,Day2_ShortTermMemory,1,box3,2,1.3,0.5,108.5,1.3,0,0.3,0,3,1.3,0.5,1.2,1.3,0,1,0,5,2,38.8,0.6,5,4.6,40.8,1.1,29,73.1,1.838,2.3,0.02,32.1,60.6,42,58.8,7,9.4,1.785,39.3,0.181,9.9,0,0,,,4.726,61.3
176,210201_4,E33_F,,E33,A,Day2_ShortTermMemory,1,box4,0,0,0,,0,0,0,0,3,2.4,1,49.6,2.4,0,1.2,0,6,3.1,39.1,0.5,1,0.8,115.7,0.5,23,72.8,3.084,0,0.03,36.9,64.4,43.6,54.7,6,6.1,1.376,39.1,0.205,6.7,0,0,,,6.77,54.7
177,210201_5,E33_F,,E33,A,Day2_ShortTermMemory,1,box1,0,0,0,,0,0,0,0,2,2.1,1,11.4,2.1,0,1.9,0,0,0,,0,2,1.6,55.1,0.4,24,93.1,2.468,0.7,0.022,46.1,66.4,46.1,33.5,2,0.9,0,,,0,0,0,35.7,42.5,2.693,33.5
178,210201_6,E44_F,,E44,B,Day2_ShortTermMemory,1,box2,3,3,0.681818182,60.5,3,0,0.4,0,1,1.4,0.318181818,118.6,1.4,0,1.4,0,2,1.8,0,0.8,3,2.7,62.6,1.1,13,97.7,2.224,1.3,0.022,34.4,66.8,40.1,35.5,4,8,0.384,0,0.044,5.7,3.1,0,,,3.366,37.4
179,210201_7,E44_F,,E44,B,Day2_ShortTermMemory,1,box3,1,0.8,0.333333333,58.9,0.8,0,0,0,3,1.6,0.666666667,51.6,1.6,0,0.4,0,0,0,,0,3,16.2,52.2,7,17,85.8,0.915,0,0.01,17.8,73.7,23.2,68.3,6,10.6,0.8,51.6,0.149,5.4,0,0,,,2.168,79.7
180,210201_8,E44_F,,E44,B,Day2_ShortTermMemory,1,box4,0,0,0,,0,0,0,0,4,5.9,1,56.5,5.9,0,2,0,0,0,,0,1,0.1,56,0,6,110.8,2.548,0,0.023,31.2,80.2,31.2,67.8,4,1.6,0,,,0,0,0,,,3.069,67.8
181,210201_9,E44_F,,E44,B,Day2_ShortTermMemory,1,box1,1,0.5,0.069444444,119.5,0.5,0,0.4,0,2,6.7,0.930555556,5.6,4.6,2.1,3.8,0,0,0,,0,2,0.7,87.9,0.1,9,99.5,2.517,0,0.023,39.1,68.7,42.9,36,3,6.1,0.208,88.4,0.054,3.8,0,0,34.2,26.7,3.117,36
182,210201_10,E44_F,,E44,B,Day2_ShortTermMemory,1,box2,1,0.4,1,101.8,0.4,0,0.3,0,0,0,0,,0,0,0,0,1,1.3,102.7,0.7,0,0,,0,11,84.3,1.278,0.8,0.011,20.1,92.3,24.2,64.2,2,3.8,0.25,4.6,0.061,4.1,0,0,,,2.18,64.2
183,210201_11,E44_M,,E44,C,Day2_ShortTermMemory,1,box3,1,0.1,0.066666667,1.2,0.1,0,0.1,0,2,1.4,0.933333333,4.2,1.4,0,1.2,0,0,0,,0,4,6.2,2.2,1.1,11,99.9,0.561,7.2,0.006,6.3,93.5,20.2,89.9,6,11.4,0.863,0,0.062,13.9,0,0,,,1.89,91
184,210201_12,E44_M,,E44,C,Day2_ShortTermMemory,1,box4,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,,0,0,0,,0,8,114.3,1.337,0,0.011,3.2,113.5,4.6,109.4,0,0,0.976,66,0.679,1.4,0,0,,,2.757,109.4
185,210201_13,E44_M,,E44,C,Day2_ShortTermMemory,1,box1,0,0,0,,0,0,0,0,2,1.5,1,0.9,1.5,0,1.5,0,2,0.7,77.8,0,1,2.1,110.8,0,7,102.4,2.451,3,0.024,16.6,85,25.7,70,5,6.6,0.617,0,0.068,9.1,0,0,10.2,4.6,3.503,72.1
186,210201_14,E44_M,,E44,C,Day2_ShortTermMemory,1,box2,2,3.3,0.55,0,3.3,0,2.5,0,2,2.7,0.45,66.7,0,2.7,1.6,0,2,1.6,104.4,0.5,2,0.7,70.3,0,5,94,0.386,6.3,0.005,7.3,76.3,18.8,67.3,3,16.1,0.709,0,0.041,11.5,5.9,0,,,1.991,69.9
187,210201_15,E44_M,,E44,C,Day2_ShortTermMemory,1,box3,0,0,0,,0,0,0,0,6,3.3,1,1,2.9,0.5,0.9,0.2,0,0,,0,4,2.7,77.1,0,7,81.8,0.679,2.6,0.01,11.8,59.5,20.7,62.5,5,24.3,1.187,0,0.044,8.9,18.2,15.4,,,3.174,86.4
188,210201_16,E44_M,,E44,C,Day2_ShortTermMemory,1,box4,6,6.2,0.775,57.1,0,6.2,5.8,3.8,2,1.8,0.225,3.1,0.8,1,1.8,0,0,0,,0,5,8.1,1.8,0.5,3,47.9,0.377,9.1,0.008,2.8,42.2,21.8,39.3,5,68.8,0.261,0,0.004,19,53.3,42.9,,,1.045,82.2
189,210201_17,E44_M,,E44,C,Day2_ShortTermMemory,1,box1,0,0,0,,0,0,0,0,1,0.6,1,69.3,0.6,0,0.6,0,2,1,66.3,0.4,0,0,,0,6,104.2,0.811,4.2,0.007,16.5,96.9,19.8,62.2,1,1.6,0.092,0,0.028,3.3,0,0,9.6,5.6,1.067,62.2
190,210201_18,E44_M,,E44,C,Day2_ShortTermMemory,1,box2,2,5.1,0.472222222,27.3,3.6,1.5,2.4,0,2,5.7,0.527777778,41.7,2.4,3.3,4.1,0,0,0,,0,1,0.4,45.9,0.4,9,91.1,1.024,1.2,0.012,12.1,72.7,28.1,49.3,3,19.3,0.963,0,0.042,16,6.7,0,,,2.918,49.3
191,210201_19,E2HN_M,,E2HN,D,Day2_ShortTermMemory,1,box3,3,0.8,0.205128205,2.2,0.8,0,0,0,3,3.1,0.794871795,7.9,3.1,0,0.6,0,1,0.6,89.2,0.1,4,4.2,12.8,0.7,5,96,1.009,0,0.011,11.7,78.4,24.4,71.7,5,16.3,0.948,1.9,0.053,12.7,5.2,6.1,,,3.525,81.2
192,210201_1,E33_F,,E33,A,Day3_Novel Object2,1,box1,3,1.3,0.928571429,82.7,1.3,0,1,0,1,0.1,0.071428571,0.6,0.1,0,0,0,0,0,,0,0,0,,0,26,89.9,1.927,1.4,0.017,30.2,81.3,34,41.1,3,3.9,0.255,0,0.068,3.8,0,0,23,14.7,2.791,41.1
193,210201_2,E33_F,,E33,A,Day3_Novel Object2,1,box2,2,0.8,0.285714286,3.3,0.8,0,0.8,0,2,2,0.714285714,47.5,2,0,1.7,0,2,1.9,4,1.1,0,0,,0,7,105.2,2.196,0,0.02,35,76.4,35.2,52.2,3,2.1,0.04,4.3,0.246,0.2,0,0,,,2.819,52.2
194,210201_3,E33_F,,E33,A,Day3_Novel Object2,1,box3,7,5,0.746268657,27.1,5,0,2.1,0,3,1.7,0.253731343,0.5,1.7,0,1.4,0,3,3.2,28.4,0.4,1,0.5,39.1,0.2,22,86.4,2.746,0,0.028,43.5,56.2,49.3,56.7,6,6.6,0.391,28.7,0.067,5.8,0,0,,,4.028,56.7
195,210201_4,E33_F,,E33,A,Day3_Novel Object2,1,box4,3,2,0.714285714,3.2,2,0,0.6,0,2,0.8,0.285714286,8.4,0.8,0,0.2,0,5,2.4,45.2,1.4,3,1.7,21.4,0.7,19,86.3,2.075,0,0.023,44.5,44.8,51.6,29.3,3,7.7,0.534,3.7,0.076,7.1,0,0,,,3.56,36.9
196,210201_5,E33_F,,E33,A,Day3_Novel Object2,1,box1,4,2.7,0.465517241,18.4,1.6,1.1,2.4,0,5,3.1,0.534482759,0,1.2,1.9,2.1,0,1,0.5,28.2,0,9,2.7,0.6,1.3,18,94.3,3.55,1.1,0.036,72,26.1,73.8,5.7,8,4,0.305,0,0.166,1.8,0,0,19.1,11.4,5.762,5.7
197,210201_6,E44_F,,E44,B,Day3_Novel Object2,1,box2,1,0.7,0.538461538,38.5,0.7,0,0.6,0,1,0.6,0.461538462,0,0.6,0,0.1,0,1,0.2,74.1,0,0,0,,0,8,110.9,1.785,1.7,0.015,30.5,85.1,31.6,55.8,2,1,0.063,0,0.055,1.1,0,0,,,2.048,55.8
198,210201_7,E44_F,,E44,B,Day3_Novel Object2,1,box3,1,0.1,0.5,117.4,0.1,0,0,0,2,0.1,0.5,114.4,0.1,0,0,0,3,1.3,71.2,0.1,3,0.7,114.3,0,8,108,2.112,0.3,0.019,28.6,81.4,32.6,80.6,4,1.7,0.519,114.4,0.131,4,0,0,,,4.197,82.1
199,210201_8,E44_F,,E44,B,Day3_Novel Object2,1,box4,1,0.2,0.090909091,105.3,0.2,0,0.2,0,4,2,0.909090909,100,2,0,0.4,0,0,0,,0,1,0.9,104.1,0,5,113.2,1.563,0,0.014,14.1,99.1,16.6,99.4,2,2.1,0.213,103.3,0.086,2.5,0,0,,,1.967,99.4
200,210201_10,E44_F,,E44,B,Day3_Novel Object2,1,box2,1,0.3,0.12,7.5,0.3,0,0,0,2,2.2,0.88,15.9,2.2,0,0.9,0,1,0.4,8.4,0,1,0.4,20,0.2,13,108.1,1.938,0,0.018,27.1,81.8,28.1,41.8,1,1.4,0.191,19.5,0.199,1,0,0,,,2.728,41.8
201,210201_9,E44_F,,E44,B,Day3_Novel Object2,1,box1,3,4.3,0.417475728,20.4,4.3,0,1.4,0,6,6,0.582524272,19,3.8,2.2,3.9,0,9,5.2,19.9,0.9,3,2.6,34.7,0.3,12,72.2,0.538,0,0.008,12.7,56.7,31.7,23,9,31.9,0.918,19.9,0.029,19,13.2,2.6,10.4,20.5,2.28,26.7
202,210201_11,E44_M,,E44,C,Day3_Novel Object2,1,box3,1,1.7,0.459459459,70.9,1.7,0,0.2,0,4,2,0.540540541,3.9,2,0,0.8,0,4,1.5,0,0.1,3,1.7,7.3,0.3,18,98.6,2.605,0.7,0.026,28.3,73.2,37.4,69.1,3,7.6,0.796,0,0.087,9.1,0,0,,,4.845,69.1
203,210201_12,E44_M,,E44,C,Day3_Novel Object2,1,box4,0,0,#DIV/0!,,0,0,0,0,0,0,#DIV/0!,,0,0,0,0,0,0,,0,0,0,,0,9,114.5,1.036,1.2,0.011,4.5,93.9,5.7,91.5,2,0.6,0.179,0,0.149,1.2,0,0,,,1.674,94.5
204,210201_13,E44_M,,E44,C,Day3_Novel Object2,1,box1,3,2.4,0.342857143,32.9,2.4,0,1.4,0,6,4.6,0.657142857,21.4,4.6,0,1.9,0,5,4.3,34.5,2.5,0,0,,0,19,85.3,2.395,0,0.027,38.6,48.8,46.2,21.6,7,8.9,0.689,34.8,0.09,7.6,0,0,20.3,14.8,4.53,23.7
205,210201_15,E44_M,,E44,C,Day3_Novel Object2,1,box3,2,0.8,0.470588235,72.5,0.8,0,0.4,0,1,0.9,0.529411765,67.6,0.9,0,0,0,1,0.6,113.7,0.2,1,0.8,0,0.3,9,105.2,0.361,3.3,0.004,9.4,93,15.6,92,3,2.8,0.378,0,0.061,6.2,0,0,,,1.759,92
206,210201_16,E44_M,,E44,C,Day3_Novel Object2,1,box4,0,0,0,,0,0,0,0,10,6.4,1,48.1,6.4,0,2.1,0,1,1.9,101.5,0.6,1,0.4,3.9,0.2,9,92.9,2.505,1,0.026,35.4,61,36.2,48.9,4,5,0.121,0,0.153,0.8,0,0,,,3.424,50.4
207,210201_14,E44_M,,E44,C,Day3_Novel Object2,1,box2,2,3.1,0.607843137,96.4,3.1,0,0.6,0,2,2,0.392156863,95.6,2,0,0,0,0,0,,0,0,0,,0,11,108.4,1.08,0,0.01,9.6,98,12.6,71.9,2,3,0.401,93.6,0.135,3,0,0,,,2.144,71.9
208,210201_18,E44_M,,E44,C,Day3_Novel Object2,1,box2,2,2.3,0.383333333,1.4,2.3,0,0.9,0,4,3.7,0.616666667,0,3.7,0,0.4,0,4,2.4,3.3,0.4,0,0,,0,8,100.5,1.947,3.7,0.02,26.6,71,36,43.1,8,9.8,0.393,0,0.042,9.4,0,0,,,3.331,43.1
209,210201_19,E2HN_M,,E2HN,D,Day3_Novel Object2,1,box3,3,5.1,0.220779221,27,2.2,2.9,2.7,0,9,18,0.779220779,22.5,12.3,5.7,7.4,2.9,2,1.2,41.2,0.6,0,0,,0,15,79.3,1.738,0.9,0.022,24.4,53.4,29.2,41.3,18,21.7,0.766,0,0.091,4.8,3.6,2.9,,,3.951,44.9
210,210201_17,E44_M,,E44,C,Day3_Novel Object2,1,box1,2,2.6,0.351351351,71.9,2.6,0,1.9,0,4,4.8,0.648648649,75.8,2.5,2.3,2.4,0,1,0.6,73.7,0.2,2,0.9,100,0.4,9,100.6,2.503,0.7,0.025,29.6,71.6,32,32.1,5,5.5,0.296,74.1,0.125,2.4,0,0,9.3,8.4,3.709,32.1
211,210201_3,E33_F,,E33,A,Day5_NovelObject3,1,box2,4,2.9,0.557692308,22.5,2.9,0,0.7,0,4,2.3,0.442307692,27.5,2.3,0,2.2,0,2,0.6,85.2,0.2,4,3.1,76.1,0.7,7,97.8,2.359,0,0.024,30.8,68.4,44.7,61,6,13.9,0.925,73.9,0.067,13.9,0,0,,,3.867,61
212,210201_1,E33_F,,E33,A,Day5_NovelObject3,1,box1,1,0.3,0.230769231,66.2,0.3,0,0.1,0,2,1,0.769230769,70.4,1,0,0.9,0,0,0,,0,2,1,64.2,0,15,94.5,1.36,0,0.015,28.9,61.5,32,18.4,2,2.4,0.203,66.2,0.066,3.1,0,0,32.6,27.1,2.795,26.5
213,210201_4,E33_F,,E33,A,Day5_NovelObject3,1,box4,2,2.9,1,74.9,2.9,0,0,0,0,0,0,,0,0,0,0,2,3.3,26,2.5,1,2.1,23.4,1.3,3,104.8,1.293,0,0.012,13.2,91.6,20.7,89.2,3,7.3,0.668,23.2,0.089,7.5,0,0,,,2.567,89.2
214,210201_2,E33_F,,E33,A,Day5_NovelObject3,1,box3,2,1.1,0.733333333,68.4,1.1,0,0.8,0,1,0.4,0.266666667,68.9,0.4,0,0.2,0,0,0,,0,4,1.3,64.5,0,12,106.6,2.837,0,0.025,35.4,77.3,36.9,80.7,1,1.3,0.177,68.4,0.117,1.5,0,0,,,4.481,80.6
215,210201_5,E33_F,,E33,A,Day5_NovelObject3,1,box1,4,8.4,0.717948718,66,8.4,0,2.3,0,4,3.3,0.282051282,9.5,3.3,0,2.7,0,3,1.9,10.7,0.5,1,0.6,68.8,0,25,88.3,4.382,0,0.05,57.8,30.5,64,9.4,6,6.7,0.548,10.3,0.089,6.2,0,0,18.5,11.9,6.708,11.9
216,210201_6,E44_F,,E44,B,Day5_NovelObject3,1,box2,3,6.6,0.328358209,76.7,6.6,0,2.8,0,8,13.5,0.671641791,49.1,13.5,0,7.1,0,2,2.9,87.3,0.4,8,7.3,8.4,2.5,14,62.9,2.529,1.2,0.04,42.1,21.1,55.5,1.1,13,21.7,0.556,0,0.035,13.4,2.4,1.7,,,4.928,5.7
217,210201_7,E44_F,,E44,B,Day5_NovelObject3,1,box3,4,4.2,0.608695652,16.7,4.2,0,1.6,0,4,2.7,0.391304348,10.6,2.7,0,1.5,0,2,0.6,6.5,0,3,1.3,18.1,0.4,39,82.4,2.898,0.5,0.03,38.6,57.5,46.6,55.5,6,8.2,0.585,0,0.073,8,0,0,,,4.787,57.5
218,210201_8,E44_F,,E44,B,Day5_NovelObject3,1,box4,0,0,0,,0,0,0,0,3,1.3,1,37.2,1.3,0,1.2,0,0,0,,0,0,0,,0,7,114.6,3.631,0,0.031,44.8,72.1,45.7,63.6,1,1,0.149,10.6,0.17,0.9,0,0,,,3.987,63.6
219,210201_9,E44_F,,E44,B,Day5_NovelObject3,1,box1,15,24.3,0.745398773,0,12.7,11.6,6,0,4,8.3,0.254601227,27.4,8.3,0,1.9,0,4,3.9,31.9,0.9,4,1.7,26.9,0.6,15,44.7,2.43,1,0.083,26,3.3,47.5,0,21,35,1.942,0,0.08,21.5,3,0,10.2,8.1,6.038,11.3
220,210201_10,E44_F,,E44,B,Day5_NovelObject3,1,box2,3,7.2,0.712871287,15,7.2,0,1.5,0,2,2.9,0.287128713,18.1,2.9,0,1.2,0,0,0,,0,1,0.4,22.9,0,10,104.8,2.518,0,0.025,31.2,70,35.5,46.3,7,8.2,0.33,17.5,0.077,4.3,0,0,,,3.888,46.3
221,210201_11,E44_M,,E44,C,Day5_NovelObject3,1,box3,4,6.5,0.684210526,0.4,6.5,0,2.9,0,3,3,0.315789474,2.7,1,2,0.5,0,1,0.7,6.1,0.2,1,0.4,17.7,0.1,17,93.4,2.991,1.6,0.036,36.8,46.4,41.3,40,8,7,0.724,0,0.162,4.5,0,0,,,5.022,54.3
222,210201_12,E44_M,,E44,C,Day5_NovelObject3,1,box4,1,0.4,0.266666667,3.2,0.4,0,0.2,0,2,1.1,0.733333333,11.7,1.1,0,1.1,0,0,0,,0,0,0,,0,13,106.1,3.489,0,0.03,42,75.2,42,61.6,0,0,0,,,0,0,0,,,3.711,61.6
223,210201_13,E44_M,,E44,C,Day5_NovelObject3,1,box1,1,1.1,0.169230769,12.1,1.1,0,1,0,3,5.4,0.830769231,4.6,1.5,3.9,4.2,1.1,2,0.8,76.2,0.3,1,0.4,119.6,0.1,18,102.8,2.332,0,0.022,28.5,79.3,29.3,45,7,6.9,0.247,78.3,0.327,0.8,0,0,22.1,22.3,3.152,46.1
224,210201_14,E44_M,,E44,C,Day5_NovelObject3,1,box2,4,3.7,0.840909091,0.5,3.7,0,0,0,2,0.7,0.159090909,6.7,0.7,0,0,0,1,0.2,5.1,0,1,1.2,85.8,0.4,9,105.7,0.972,2.1,0.01,8.5,90.8,16.1,69.9,2,5,0.556,0,0.073,7.6,0,0,,,2.657,69.9
225,210201_15,E44_M,,E44,C,Day5_NovelObject3,1,box3,6,4.8,0.872727273,11,2.8,1.9,3.2,0,2,0.7,0.127272727,0,0.7,0,0.4,0,0,0,,0,2,0.7,6.6,0,19,75.3,1.023,1,0.013,13.7,62.6,19.3,49.1,4,5.9,0.335,0,0.06,5.6,0,0,,,2.58,78.1
226,210201_16,E44_M,,E44,C,Day5_NovelObject3,1,box4,2,1.6,1,0,1.6,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,14,107.1,1.637,0.8,0.016,23.5,81.4,26,87.1,2,1.6,0.137,0,0.055,2.5,0,0,,,3.768,92.1
227,210201_17,E44_M,,E44,C,Day5_NovelObject3,1,box1,2,1.2,0.444444444,4.9,1.2,0,1,0,1,1.5,0.555555556,0,1.5,0,0,0,1,0.5,2.3,0.5,0,0,,0,3,106.2,0.961,6.9,0.009,11,96.3,19.1,81.2,6,6.3,1.059,0,0.131,8.1,0,0,9,1.4,3.43,81.2
228,210201_18,E44_M,,E44,C,Day5_NovelObject3,1,box2,6,5.7,0.542857143,60.3,5.7,0,3.6,0,3,4.8,0.457142857,24.6,3.5,1.3,1.5,0,2,0.8,26.9,0.4,0,0,,0,13,86.6,2.225,0,0.026,37.6,49.3,50.3,19.5,5,12.6,0.73,23.9,0.058,12.7,0,0,,,3.843,19.5
229,210201_19,E2HN_M,,E2HN,D,Day5_NovelObject3,1,box3,2,0.7,0.333333333,0,0.7,0,0.1,0,2,1.4,0.666666667,59.1,1.4,0,1.3,0,0,0,,0,1,0.8,57.5,0.8,8,105,0.526,1.9,0.005,9.3,97,18.1,101,3,8.9,0.302,0,0.034,8.8,0,0,,,2.206,101
1,210222_1,E3HN_F,,E3HN,A,openfield,1,box1,26,38.6,0.323554065,2.3,8.7,29.9,6.6,6.2,39,80.7,0.676445935,18.3,19.3,61.4,37.6,12.5,27,62.6,28.5,19.2,16,25.5,16.3,4.2,57,183.7,3.056,185.8,0,0.015,104.3,94,19.4,70,212.5,4.45,2.8,0.025,81.5,99.4,14.1,167.3,114.8,12.024,62.1
